content,score,upvotes
olduğum yeri düz göstərmir yenilikdəyəm kəndobada göstərir məni,1,3
dostumun məsləhəti ilə tətbiqi yüklədim və çox məmnunam sizə uğurlar mükımməlsiz çünki çox operativsiz,5,1
əla,5,0
çox pisdi nə proqram telefon menyusuna düşmür nə internetsiz girmək olmur proqramnanda öz özünə atır son güncəllənmə çox bərbaddı əvvəlki güncəllənmə qaytarılsın,1,0
bu nədi sifaris edirəm gəlir unvana və basqa sifaris etməyən muştəri aparirbu nə mədəniyyətsizlikdi  ustəlik onlayn odediyim məbləği necə qaytarım,2,4
əla yaxşi,5,0
yeni yükləyəndə digər bütün bankların elektron tətbiqlərindən qatqat üstün işləyirdi son zamanlar teztez problemlər yaranır gec açılır server vavab vermir bəzi xanalara girişdə problemlər var bank əməkdaşlarının mövcud tətbiqin təkmilləşdirilməsi üçün müvafiq tədbirlər görəcəklərinə ümid edirəm uğurlar,3,0
yaxsi tətbiqdi,5,0
çox bəyəndim,5,0
cox gozel ela,5,0
əladı hamıya tövsiyə edirəm,5,0
mən girə birəm,1,0
əvvəlkindən daha yaxşı və rahatdır,5,0
bir sözlə ziyanı yox xeyiri var təşəkkürlər bolt,5,1
şəhədən kənara gedişlərdə müştəriyə əlavə 2 olduğunu bildirmirlər bu isə fırılaqçılıqdır başqa hər şey əladır,1,2
bu gun butun eseb elediz iwlemir 5 saatdi oz hesabimi ceke bilmirem ,1,3
salam bu tətbiqi yukləmişəm amma kartım yoxdur alış veriş edəndə bir problem çıxmayacaq əvvəlki bonusda itir təzədən yükləyəndə sonra yığılan bonusları kartsız almaq olur mütləq kartı almaq lazımdır,4,0
çox gozel,5,0
əla,4,0
çox gözəl təşəkkürlər,5,0
çox gözəl,5,0
əla proqramdı,5,0
men bolt takside iwdeyirem dunen telefonumda problem var idi muwderi zakazini goture bilmirxim indi baxiramki seher 7 qeder blok olunmuwam,1,0
girmey olmur tetbiqe yenulemeden sonra,1,1
çox yaxşı pıraqram dı,5,0
əla mənə çox kömək etdi,5,0
qənayət,5,0
əladır sizdə yükləyin,5,0
ədv lər gec yüklənsədəköçürmələr yaxşıdı,5,0
çox yaxşı,5,0
çox bərbaddı girmir proqrama donub qalıb bunu düzəldin yeniləmişəm deyir tezeden yenile,5,0
hal hazırda bir bankdan istifadə etmək olmur xəta baş verdi yazılır hal hazırda server işləmir yazılır yüklənən çeklər sistemə oturur ama əlavə et basanda qəbul olunur yazır əlavə olunmur,1,2
yeni versiya osibka verir,1,0
əladı,5,0
tətbiq son günlər bərbad işləyirdemək olar ki daxil olmaq olmur xəta baş verir,3,3
çox yaxşı proqramdır əladır bunu yaratmaqla əla iş görübsünüz çox sağolun,5,0
əladı,5,0
əla proqramdı kartını bəzi banklarda istifadə etmək olmur ödəniş sayı çoxalsa yaxşıdır,5,0
çox gözəl pragramdi təşəkkurlər ama gunluk 50 qəpiklik internet goturmuşəm necə ləgv edə bilərəm,5,0
simal filialinda yuklem razi qaldim,5,7
yaxsidi pis deyil,5,1
belede pis deyilllll,3,0
yaxşıdı,5,0
gözəldi,5,0
bu proqram vasitesile pullar yuklenende sms ala bileremmi,5,0
2 gundu gire bilmirem bu gun 1defe girmisem kodu yigiram zaqruzka gedir yeniden cixir demek olarki girmir tetbiqe,1,10
əla,5,0
kodu yazıram amma kod düz deyil deyir,1,0
zəhmət olmasa bilən varsa desin bir bank tədbiqinnən isdifadə edirəm proqrama girmək olmur yazılırki  məcburi tənzimləmələr dayandırılıb  bunu necə düzəltmək olar,4,0
çox yaxşı,5,0
super di butun istifadecilere tovsiye edirem  ve basqa banklarada buna baxib ibret gotursunler leobank dan,5,45
salamdünen sefen ödeniş kartda pul olmaya olmaya kart seçmişdim karta borc düşübamma neqd ödeniş olunub 132 aznsürücüde təsdiqləyə bilər elizamin ünvan sarayevo 12 dizəhmət olmasa araşdırıb kartdakı borcu silərdiz,5,19
internete nece odeyek indi olmur uje,1,0
əla,5,0
əla,5,0
yaxşıdır,5,0
yaxşıdır ama hal hazırda yenilənən variantı heç xoş olmadı əvvəlki vəziyyətinə qayıdsa daha yaxşı olar ,5,0
çox gözəl proqramdırrahat və səliqəlidir,5,0
yaxşıdı,5,0
əla ,5,0
kartla ödəniş olduğu zaman sürücüləriviz yaxın gəlmirvə kartla ödəniş üçün ayrılan taksilərin məşğul olmadığı günü gözdüyürük,1,0
qeydiyyatdan keçmək üçün nömrəmə 4 rəqəmli kod gəlmir nə etməliyəm hələki narazıyam,5,0
yaxşıdır,5,11
salam heqi qeten proqrama soz yoxdu eladi bideki is karti ile oyunlardaki puldan olan esyalar almaq olar nece alirlar,5,0
qeydiyyatdan keçmək olmur,1,1
yaxşıdı,5,0
əladı,5,0
əla,5,0
əla proqramdi hamiya tövsiyye edirem,5,0
lazim olan yeri tapa bilmir başdan başa əsəb,2,0
yaxşi,5,0
çox qəşəydi,5,2
əla,5,0
salammen yuklemisem tetbiqi ancaq acilmir komeklik ederdiniz,5,0
cox gozəl odəmə olur,5,0
könüllü,5,0
təşəkkür edirəm tətbiqlərə ğörə,5,0
gozəl praqramdi,5,0
çox yaxşı,5,1
cox pisdi aclmır başqa dövlətlətdə hansısa bir praqramı yenlyəndən sora görmşuk probelmlər aradan qalxsın bulər dahada pis vəzyətə salblar,1,0
əla,5,0
əla,5,0
əla temadlr,5,0
yenilənmmə çox pisdir və açılmır tətbiq çox pis ,1,66
əladır,5,0
əla,5,0
kjwqtcd 6 azn bonus,5,2
cox gözəl,5,0
əla,5,0
əla,5,0
yalniz internetle acilir amma yenede yaxsidi,3,0
ela praqramdi,5,0
super 2 ildi işlədirəm,5,0
çox yaxşı proqramdır amma kodları düzgün yazdığım halda xəta baş verdi yazılır məcbur silib yenidən yüklədim bu artıq 2 dəfə olub nədən olur belə şeylər ,3,0
men edvgeri ali qoşa bilmirem niye1bankda yeni,5,0
sagolunuz,5,0
əladı çox bəyəndim,5,1
yaxşı proqramdır bəyəndim,5,0
bu nədi eey hər gün yeniləmə gəlir amma heç bir yenilik yoxdu,1,2
çox əla proqramdır,5,0
yaxşı,5,0
salam balans şöbəsində kredit borcun öyrənmək olmur axı heç bir şöbədə o haqda məlumat verilmir,5,10
salam menim elim deydi konturlarim getdi 42 man balansim var idi men pulumu tezden isteyirem,3,1
çox sağ olun əlavə növbə nəqliyyat və vaxt israfı olmadan ishleri birbaşa online etmək çox möhtəşəmdir,5,0
carxin üsten basiram gelmir carx firlamaqa bir zehmed baxardizda,5,32
ne istəsəz tapa bilərsiz ,5,0
internet paketi əldə etmək üçün internet olmadan tətbiqə daxil olmaq olmur internet bitib nar tətbiqinədə internetsiz daxil ola bilmirəmsə bu tətbiq nəyə lazımdır,1,0
salam qeydiyyatdan keçmək olmur zəhmət olmasa düzəliş edəsiniz,1,0
siz duz anlamadiz məni deyəsənmən axtarisda olan butun telefonlara bir yerdə baxa bilmirəmgərək hansisa modelə axtaris verəmki baxamhamisina axtaris vermək olmur sizdəbutun brend telefonlar eyni anda bir yerdə gorunsunqarisiq basqa elektronikalar yox,1,4
gözəl,5,1
eladi ama arada problem olur edv geri ali oxumur,1,0
bəyənirəm,5,0
mən quraşdırdım bu proqramı yaxşı işləyirdi amma indi güncələdikdən sonra işləmir niə,4,2
əla,5,0
cox gozel bir sayitdir tesekurler ne axdarsaq birda tapa bilirik,5,0
salam çox gözlədi ,5,0
cox ela tetbiqdir men cox rszìyam,5,0
çox sevdim,5,0
əla,5,0
salam men edv de olan pulumu karta yuklemek isdeyirem lakin kartim yoxdur bu karti hardan ala bilerem odenislidir ya odenissiz ve bu kartin faydalri nedir,5,0
əla,5,0
men bu tetbiqi yukledim amma mene hecne ne vermedi niye bele sizlik bir sey yoxdu yeqin problem mendedir telefonda problem ola bilmez cunki teze almisam amma yenede size 5 ulduz verirem komek etsez pis olmaz,5,4
xidmət sıfır onlayın çatdırılma yoxdur uni bankda belə var kapitalda yoxdu,1,2
çox gözəldir təşəkkür edirəm sizlərə,5,0
proqram yaxşıdır,5,0
əla,5,0
rovsenapy prpmocode qeyd edin və güzəşt əldə edin,5,2
cox gozel proqramdi ,5,0
çox əla çox gözəl şir həmişə şirdi məm qərdəşimdi,5,3
pis oyun d,1,0
əla çox yaxşı proqramdır,5,0
salam menen her ay 1 azn silinir bunu nece dayandirim,5,0
mən nəsə alanda bildiriş sms yerinə gəlir necə edim ki birbankda göstərsin kartın adıbirbank keşbek,5,0
ela proqramdir,5,0
mence yaxsidir,5,0
əla,5,0
əla,5,0
çox gözəl həm meqabayıt da çıxmır pulda verilmir,5,0
əla,5,1
adam kişi olar camaatı niyə aldadırsız qeyfiyatdan keçməy olmur,1,0
cox yaxsi saytdir ne axtarsan taparsan,5,0
əladı,5,0
eladi amma kiredit goturmek olmur ne qeder edirem alinmir,5,0
çooox qəşəng çoox sağolun,5,0
salam tarixce nece siline biler bu proqramda meselen maas kocdu omaas silinsineynizamanda cixarilan maasda,3,0
əla,5,0
salam çox faydalı proqramdır sağolun cəmiyyətə faydalarınız üçün,5,17
dərin təşəkkürümü bildrirəmxidmət super,5,1
əla,5,0
əla,5,0
əladır,5,0
buna daxil olmaq olmur heç,1,3
reklaminiz bezdirib ,1,0
karta bağlı olan nömrəni dəyişmək isdəyirəm dəyişmir səbəb,3,0
hələ bilmirəm,5,0
əladııııı,5,0
onlayn catdan istifade ede bilmirem problem yaranir,2,0
yaxşıdı,5,0
əla,5,0
salam menim bele 4 dene mawınım var ela di,5,2
çox yaxşı,5,0
yaxşı proqramdı ama azercell kimi hədiyyə kampaniyası olsa lap yaxşı olar,4,4
karta məbləğ köçürülən də necə eliyey gorey,2,0
əla,5,0
yaxşı proqramdır,5,0
məndə açılmır,4,0
əla,5,0
yaxşı,5,0
əladi ama internetsiz olsa praqram daha qəşəy olar,5,0
mən yükləmisem qeydiyyat ve ya giriş butonları aktiv deyilki qeydiyyatı edə bilim klikleyirem üzərine olmur,1,0
yaxşıdı  çox bəyəndim daha da təkmillşməldir,5,0
olkenin en rahat banki,5,0
mənim atamda işlədi əla,5,0
çox yaxsi,5,0
yaxsi,4,1
çox super mobil tetbiqdi,5,0
əla,5,0
bonusda verir,5,0
əla,5,1
əla,5,0
vjg doğru gedir fotolar video bu tip tərəfindən test suallarının düzgün uğurlu və bu tip saçların da daimi və başqa bu yana süd və bu onun üçün də çox deyil eyni zamanda rdrzdfa rzrft uccvj t,5,0
başım çıxmır da bu tedbiqlərdən dəə,3,13
çox zəif işləyir,1,0
yaxşı praqramdı ödəmələr pul köçürmələri ni hamsın burdan eləməy olur,5,0
gozəl,5,1
ac vaxtimizda dadimiza çatan,5,13
əla,5,0
çox gözəl,5,0
salambalansımı artırmışam amma balansı 0 olaraq göstərir,1,2
əladir,5,0
super proqramdi iwime cox yariyir,5,0
əla,5,0
çox faydalıdır,5,2
salam maaw kartini qeydiyatdan kecirmek munkun deyilserverde xeta baw verdi yazilir  ne etmek lazimdi ,1,0
vaxtinda ve ucuzəla,5,0
yaxşı,5,0
bolt adam oldu reklamları yığışdırdı siz milləti bezdirməkdə davam edirsiz allah bəlanızı versin sizin acığınıza rəqib şirkətlərə müraciət edəcəm,1,1
nfc xidməti normal işləmir aylıq bonuslar növbəti ay başlayan kimi köçmür bir neçə gün gecikir,2,0
bakcell azərbaycanin bir nömrəli aperatoru,5,1
yaxsidi ama bir az qarisiqliqdi hem axtarisda hemde satisda yenede eladi,5,2
çox gözəl proqramdı,5,0
əla razi qaldim,5,0
tətbiqiniz normal işləmir teztez donur əməliyyat gec gedir server cavab vermir çox pis,1,0
möhtəşəm,5,0
mən appı endirdim quraşdırıldı lakin app sadəcə şəkil olaraq açılır,1,5
əla,5,0
əla,5,2
çox superdir,5,7
əla proqramdi bəyəndim,1,0
əla,5,0
yaxşı,4,0
qeydiyyat eledim təsdiq kodu gəlmədi plus da ozumnen kod ygdgm ucun user was banned yazldi çarə deyin birdənə,1,0
əla,5,0
bu praqram pul udanda verir mi,5,0
mən yüklüyə bilmirəm amma nə edim,1,0
mənim diyarım lerik filalina qoshul,5,0
əla,5,0
əla,5,0
əla,5,0
coxxxxx pis duzeldin bunu,1,0
istifadesi cox gözeldi cox rahat bəyəndim,5,0
mükəmməl tətbiqdir,4,0
mekan tapmag xidmeti hec cur ise dusmurniye,2,12
əladı,5,0
ölkənin lider operatoru 25 illik yubileyin mübarək,5,0
applicationda müəyyən yerlerdə boşluqlar var,4,0
son vaxtlar tez tez başı qaçır bunun saat 12den sonra vabse açılmır,1,0
mingecevir filialinda qoshuldum cox rahat proqramdir,5,0
əladı sərfəlidi,5,0
əla,5,10
yaxşı,3,0
ćox ela həmişə mənə kömək olub,5,1
super bir proqram,5,0
bakcell nomre 1,5,0
yaxşı proqramdı,5,0
ələ,5,0
cox yaxsidir superamma kohneden qeydiyata alinan hesablari nece silmek gerekdir onu bilmirem,5,0
çox gözəl  çox yaxşı  çox bəyəndim  bu program əladır   tətbiqi sildim geri yüklədim və pullarımda geri qayıtdı  çox bəyəndim  m10 tətbiqinə ədv gətirsəniz çox yaxşı olar,5,7
çox bərbat proqramdıheç bir mağaza evə sifarişi qəbul etmitkaş sadəcə evə sifariş qəbul edən restoranların adı olsa idi ,1,2
əladi,5,0
sikim sizin voltunuzun da icin boltunuzun da petuxlar iqra oynaya bilmirik sizin əlinizdən reklam reklam,1,6
əla,5,0
gozel,5,0
gecələr birbanka girmək olmur sanki marketti,1,0
əla,5,0
sadəcə reklam hesabına məşhurlaşıb bu bunda qeyriadi nə var ki təklif etdiyiniz xidmətləri mən zatən neçə illərdir bank kartlarımla edirəm yalnız uşaqların başını qatmağa yarıyır,1,6
hər cür seçim var tövsiyə edirəm,5,0
uğurlar,5,0
mən şəkil paylaşanmıram deyirki error kömək edin,1,3
tapazda istədiyin hər şeyi tapa bilərsən  çox yaxşı proqramdı,5,1
ona görə bir ulduz verdimki güncəlləmələr bezdirib 1 həftədən bir yeniləmə istiyir,3,0
kapital bank mən sizə 18 aya ödəməli taksid borcumu 1ayin icində ödədim yani 17 ay tez ödədim ama siz döyüş vaxdi ağdamda oldum 31 gün gecikmə yarandi ödəyə bilmədim 40 manata görə bir kartimin kredit xəttin bağladiz bu düzgündür sizcə döyüşlərdən sonra iki ayi birdən bağladim yenə açmadiz sağolun hörmətinizə görə imkan vermədiz axi isdifadə edək bağladiz unutma ki 370 manat hələ məndədi açilmasa ödəməyəcəm ,1,1
camaat 5 kesbek verir bular 2 uste gel kesbeki gosterir amma istifade etmek olumur ve novbeti ay kesbeki silirsiz bir kopuye deymez proqramdi dostunu elave et 4 manat bonus verek elave etdim hecnede vermediz yuklemeyin mende sildim deleduzdular,1,2
çox qəşəydi,5,0
çox gözəl allah belə sürücüləri var eləsib,5,1
cox gozel şevekedir,5,0
əladır,5,0
çox yaxşı proqram,5,0
əla bakcell,5,0
azercell kabnitemdən çarxı fırlatdım açmadı yazırki nömrəni aktivləşdir,5,0
xoşuma gəlir sərf eləyir,5,0
çox gözəl proqramdır,4,0
əvvəl yaxşıydı indi çox vaxt işləmir çek əlavə eləmək olmur,1,7
əla və əlverişlidi ,5,0
ela beyeniremrahat gozelcox xosdu,5,0
əla,5,0
bəzi ödənişlər vəs olmadığına görə 3 ulduz,3,3
əla,5,0
çox əladı kontur yüklədikdə əlavə bonuslar verirlər,5,0
mükəmməl ,5,0
çox gözəldir ,5,0
şərtlər və qaydalar hissəsi açmır 404 not found bu hissəni oxumadan bankdan necə qeydiyyatdan keçək,1,10
cox gozel,5,21
əla,5,0
əla,5,0
bu nə deməkdi 150919 da kontur yükləmişəm kommunal ödəmişəm üstündən 1 gün keçməsinə baxmayaraq nə kontur gəlib nə də kommunal ödənilib qaynar xətt də cavab vermir xahiş edirəm mənimlə əlaqə saxlayın,1,0
əla,5,0
idərə edir,4,2
əla,5,0
xahiş edirəm əvvəlki güncəlləməni qaytarın birbank yenilənib çox pis olub yəgin özünüz də görürsünüz pis olduğunu,1,2
əvvəlcə az məbləğ göstərib yekunda artıq məbləğ qeyd olunursəbəbburada da fırıldaq başladı artıq,1,0
salam nece ede bilerem ki mb free fire de az çıxsın,5,0
əla,5,0
salam bu tətbiqə nöhün yenilənmə gəlmir,3,0
salamxarici olkede niye 1bank internetbanking iwlemir,1,0
çox rahat və əla programdır əməyi keçən hər kəsə təşəkkür edirəm,5,8
məleykə əliyeva,5,0
əla,5,0
shusha filialinda yuklədim cox razi qaldim,5,0
bu əla proqramdır,5,0
yaxşıdırəlaqə nömrəsidə qoysanız lap yaxşı olar,5,2
orta,5,0
ela proqramdir hem de cox asan idare olunur,5,0
superdi birdənədə bakı karta pul yuklemek olsa lap super olar,5,1
çox gözelfaydalımarağlılazımlı bir proqramçox beyendim heqiqetenhamıya tövsiye ediremteşekkürler,5,0
əla razıyam,5,0
adını eşitmişdim özünü görməmişdi birincidi yüklüyurəm inşallah gözəl bıraqramdı,5,0
zordu amma soz diyim o cavb yazirlare alta me niye yazmirsiz yazimda çede herseyi beynirem ,5,0
men boltdan hemiwe istifade ediremcagiran kimi duz adrese gelir ve qiymetcede munasibdiramcaq duz bir hefte bundan evvel boltla zakaz verdim ve gediw haqqin kartla ödedim qonagimi yola saldim qonagim menzile catan zaman surucu ondan dubare yol haqqi almiwdirbundan elave nece gundurki bolt menim kartimdan boltdan istifade etmediyim halda pul tuturbu nece olur men boltu mehkemiyemi verim buna kim baxirkime demeliyem bu boltdan pullarimi geri goturum,5,0
salam son yenilenmeden sonra touch id işləmir nəyə görə bele oldu bunu perpa etməyinizi xahiş edirəm teşekkür ederim düzəliş olundu,5,0
əladır,5,0
cox gozel sayitdi,5,0
çox sevdim,5,0
xidmət iwlemir yazılır qeydiyyatdan keçə bilmirem,1,0
yaxsi,5,0
əla,5,0
bakcelllə razı qaldım səndə yüklə səndə razı qal,5,0
əla,5,0
düzgün istifadə etdikdə çox yaxşıdır,5,0
əladir,5,0
7 günlük şəbəkə daxili deqiqə verdi amma danışıq yene pulsuz deyil,1,3
əla,5,0
əla,5,2
yeniləmədən sonram çox bərbadvideo görüntünü yaşlı insanlar çəkə və orda yazılanı oxuya bilmirnə ağılla yenilənmədən sonram video görüntü əlavə ediblər bilmirəmbir şeyki hər şey sənədnəndirsənəd olan yerdə video görüntü nəyə lazımdı axıçox pisbəyağdan girinc qalmışam,1,7
çox gozəl di,5,0
pis deyil elada deyil orta bizim aile nar nomresi isledir,5,0
super tetbiq,5,0
qaca qaca osturabilər,5,0
hamiya tohfsiye edirem,5,0
əla,5,0
cox gozel,5,0
əla,3,0
çox sağolun ama gərək kamsiyya olmuyardı ,5,0
cox gözəl əla dı,5,0
narmobayilda isdeyen bezi peyserler serefniz qeyretniz olsun yaldan camahati aldadmayin cavan nar tarfinde aldadirsiz camahati varyoxnuza nehlet sozum bezilerindi qeyretvizi ,1,0
bu proqramın qurucusuna və əməyi olan hər kəsə öz minnətdarlığımı bildirirəm ,5,1
əla,5,0
tətbiqi açmağa cəhd edirəm amma alınmır,1,1
bir normal tətbiq düzəldə bilmirsiz donur dayanır işləmir bu qədər şikayət var yenə düzəldmirsiz,1,5
bakida en gozel taksi proqrami,5,0
gozel praqramdi isdifade etmisem evel buyum yenede yukledimamma gedeceyin yerleri axdarisa verip tapmaq olmur hecolmasa nomreynen qeyditatdan kecilseydi getdiyin yerleri saxlayanda qalardi gemail farmat eleyirsen gemail parol yadan cixdisa hec,5,0
praqram əladı,5,0
əla,5,0
elaaqiymetler bahadi,5,0
əla,5,0
super həddinnen artiq super mobil tədbiq cox gozəl işləyir donmasi vəya gecə saatlarında getmir işləyir tədbiq çox super işləyir razıyam ,5,0
yaxşıdı,4,0
əla,5,0
əla,5,0
əla,5,0
bəyəndim,5,0
çox yaxşı programdır bunun dual versiyasi olsa dahada yaxşı olar yada data kart olanlar üçünde bele program yaratsaz sevinerdik,5,0
müsəlman ölkəsidir deyiliramma bu müsəlmanların bayramında heçnə hədiyyə etmədinizyəni bu qədər böyük bir şirkətdən belə addım gözləmirdim  söhbət 510 azn dəyərində nəsə hədiyyədən getmir  əsas olan insanlara qarşı diqqətli olmaqdır,1,0
